firstName,lastName,phone,companyName,address1,tags,customField.category,customField.rating,customField.review_count,customField.phone_type,customField.pitch_hook
,,+441612499400,E People Recruitment Ltd,"Sovereign House, The Bramhall Centre, Bramhall Village Square, Bramhall, Stockport SK7 1AW, United Kingdom","no-website,landline,cat-recruitment-agencies,bramhall-sk7",recruitment agencies,,0,landline,Local customers are searching for recruitment agencies in Bramhall — a simple website helps them find you
,,+441614396060,Net Resource Services Ltd,"11 Lodge Farm Cl, Bramhall, Stockport SK7 3BZ, United Kingdom","no-website,landline,cat-recruitment-agencies,bramhall-sk7",recruitment agencies,,0,landline,Local customers are searching for recruitment agencies in Bramhall — a simple website helps them find you
,,+447852578322,Godric Recruitment,"Rhino Court, 6 Station Vw, Bramhall Moor Ln, Hazel Grove, Stockport SK7 5ER, United Kingdom","no-website,mobile,cat-recruitment-agencies,bramhall-sk7",recruitment agencies,,0,mobile,Local customers are searching for recruitment agencies in Bramhall — a simple website helps them find you
,,+447904130077,W Recruit,,"no-website,mobile,cat-recruitment-agencies,bramhall-sk7",recruitment agencies,,0,mobile,Local customers are searching for recruitment agencies in Bramhall — a simple website helps them find you
,,+447700143623,Stockport Electrician And Plumbing Services,"8 Syddal Rd, Bramhall, Stockport SK7 1AD, United Kingdom","no-website,mobile,cat-plumbers,bramhall-sk7",plumbers,,0,mobile,Local customers are searching for plumbers in Bramhall — a simple website helps them find you
,,+447590420624,Beauty & Holistic Therapy by Natalie,"186 Moss Ln, Bramhall, Stockport SK7 1BD, United Kingdom","no-website,mobile,cat-beauty-salons,bramhall-sk7",beauty salons,,0,mobile,Local customers are searching for beauty salons in Bramhall — a simple website helps them find you
,,+441614391669,Yoga & Shiatsu Therapist Trisha Hills,"Bramhall Ln S, Bramhall, Stockport SK7 2NG, United Kingdom","no-website,landline,cat-yoga-studios,bramhall-sk7",yoga studios,,0,landline,Local customers are searching for yoga studios in Bramhall — a simple website helps them find you
,,+447847319322,mobile vehicle diagnostics and Garage Services,"9 Cartmel Cl, Hazel Grove, Stockport SK7 5AR, United Kingdom","no-website,mobile,cat-car-mechanics,bramhall-sk7",car mechanics,,0,mobile,Local customers are searching for car mechanics in Bramhall — a simple website helps them find you
,,+441614409675,B A P Plumbing,"88 Seal Rd, Cheshire, Bramhall, Stockport SK7 2LB, United Kingdom","no-website,landline,cat-plumbers,bramhall-sk7",plumbers,,0,landline,Local customers are searching for plumbers in Bramhall — a simple website helps them find you
,,+447529734640,THOMSK ELECTRICAL LTD,"8 Truro Cl, Bramhall, Stockport SK7 2QN, United Kingdom","no-website,mobile,cat-electricians,bramhall-sk7",electricians,,0,mobile,Local customers are searching for electricians in Bramhall — a simple website helps them find you
,,+448006889904,GARDENS SERVICES Ltd,"33 Carrwood Ave, Bramhall, Stockport SK7 2PY, United Kingdom","no-website,landline,cat-landscapers,bramhall-sk7",landscapers,,0,landline,Local customers are searching for landscapers in Bramhall — a simple website helps them find you
,,+447857904252,Prestige Garden Care,"7 Birkdale Cl, Bramhall, Stockport SK7 2LN, United Kingdom","no-website,mobile,cat-gardeners,bramhall-sk7",gardeners,,0,mobile,Local customers are searching for gardeners in Bramhall — a simple website helps them find you
,,+441614398088,Reddish Wood Nurseries,"Lytham Dr, Bramhall, Stockport SK7 2LD, United Kingdom","no-website,landline,cat-gardeners,bramhall-sk7",gardeners,,0,landline,Local customers are searching for gardeners in Bramhall — a simple website helps them find you
,,+441619850064,Greystone services ltd,"9a Bramhall Ln S, Bramhall, Stockport SK7 1AL, United Kingdom","no-website,landline,cat-roofers,bramhall-sk7",roofers,,0,landline,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447833747015,Moorend Garden Design,"The Shippon, Moor End Farm, 177 Woodford Rd, Woodford, Stockport SK7 1QE, United Kingdom","no-website,mobile,cat-gardeners,bramhall-sk7",gardeners,,0,mobile,Local customers are searching for gardeners in Bramhall — a simple website helps them find you
,,+447925321283,Gareths Garden Maintenance,,"no-website,mobile,cat-gardeners,bramhall-sk7",gardeners,,0,mobile,Local customers are searching for gardeners in Bramhall — a simple website helps them find you
,,+441614407923,Greenelite Garden Company,,"no-website,landline,cat-gardeners,bramhall-sk7",gardeners,,0,landline,Local customers are searching for gardeners in Bramhall — a simple website helps them find you
,,+447526065292,Citi Fire Protection,"Flynn House, 32 Woodford Rd, Bramhall, Stockport SK7 1PA, United Kingdom","no-website,mobile,cat-gardeners,bramhall-sk7",gardeners,,0,mobile,Local customers are searching for gardeners in Bramhall — a simple website helps them find you
,,+441617580140,Four Seasons Landscaping,,"no-website,landline,cat-gardeners,bramhall-sk7",gardeners,,0,landline,Local customers are searching for gardeners in Bramhall — a simple website helps them find you
,,+441614392328,Bramhall Nurseries,"40 Hall Moss Ln, Bramhall, Cheshire, Stockport SK7 1RD, United Kingdom","no-website,landline,cat-nurseries,bramhall-sk7",nurseries,,0,landline,Local customers are searching for nurseries in Bramhall — a simple website helps them find you
,,+447738428104,Atlas Driving School,,"no-website,mobile,cat-driving-instructors,bramhall-sk7",driving instructors,,0,mobile,Local customers are searching for driving instructors in Bramhall — a simple website helps them find you
,,+447796338885,Modern Body - Private Personal Training Gym,"Hartington Rd, Bramhall, Stockport SK7 2DZ, United Kingdom","no-website,mobile,cat-personal-trainers,bramhall-sk7",personal trainers,,0,mobile,Local customers are searching for personal trainers in Bramhall — a simple website helps them find you
,,+447713244086,Brookwood roofing,"3 Westby Cl, Bramhall, Stockport SK7 2LZ, United Kingdom","no-website,mobile,cat-roofers,bramhall-sk7",roofers,,0,mobile,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+441614809326,Jlf building & roofing,"10, Stockport SK25AG, United Kingdom","no-website,landline,cat-roofers,bramhall-sk7",roofers,,0,landline,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447525851788,Hadfield roofing and property restoration,"15 Wood Top Cl, Offerton, Stockport SK2 5EF, United Kingdom","no-website,mobile,cat-roofers,bramhall-sk7",roofers,,0,mobile,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+441614337850,Quality Roofers,"Heaton Ln, Stockport SK4 1BS, United Kingdom","no-website,landline,cat-roofers,bramhall-sk7",roofers,,0,landline,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447713124688,Fraser’s building and construction,"Alvanley Cres, Stockport SK3 8NH, United Kingdom","no-website,mobile,cat-roofers,bramhall-sk7",roofers,,0,mobile,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447735752408,Lionswood Roofing & Building Services,"Kingston Business Centre, Chestergate, Stockport SK3 0AL, United Kingdom","no-website,mobile,cat-roofers,bramhall-sk7",roofers,,0,mobile,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447710621504,Stonewardroofing,,"no-website,mobile,cat-roofers,bramhall-sk7",roofers,,0,mobile,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447852140898,Adamson Renovations,,"no-website,mobile,cat-roofers,bramhall-sk7",roofers,,0,mobile,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+441617061566,Stockport Property Maintenance,,"no-website,landline,cat-roofers,bramhall-sk7",roofers,,0,landline,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+441615096050,Stockport Roofing Specialists,,"no-website,landline,cat-roofers,bramhall-sk7",roofers,,0,landline,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+441614015039,Farrell Builders,"210 Stockport Rd, Stockport SK3 0LX, United Kingdom","no-website,landline,cat-roofers,bramhall-sk7",roofers,,0,landline,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447857958414,Logic Property Solutions,"1 Lindbury Ave, Stockport SK2 5SH, United Kingdom","no-website,mobile,cat-roofers,bramhall-sk7",roofers,,0,mobile,Local customers are searching for roofers in Bramhall — a simple website helps them find you
,,+447806430431,Bramhall Tiling Contractors,"28 Wordsworth Rd, Stockport SK5 6JH, United Kingdom","no-website,mobile,cat-tilers,bramhall-sk7",tilers,,0,mobile,Local customers are searching for tilers in Bramhall — a simple website helps them find you
,,+441614393262,Bramhall Tiling,"5 Central Dr, Bramhall, Stockport SK7 3JU, United Kingdom","no-website,landline,cat-tilers,bramhall-sk7",tilers,,0,landline,Local customers are searching for tilers in Bramhall — a simple website helps them find you
,,+447456629471,D&K Fencing Ltd,,"no-website,mobile,cat-fencing-contractors,bramhall-sk7",fencing contractors,,0,mobile,Local customers are searching for fencing contractors in Bramhall — a simple website helps them find you
,,+447565466495,Stockport fencing and landscapes,"420-422 Buxton Rd, Stockport SK2 7JQ, United Kingdom","no-website,mobile,cat-fencing-contractors,bramhall-sk7",fencing contractors,,0,mobile,Local customers are searching for fencing contractors in Bramhall — a simple website helps them find you
,,+447378896665,Bramhall Handyman,,"no-website,mobile,cat-handymen,bramhall-sk7",handymen,,0,mobile,Local customers are searching for handymen in Bramhall — a simple website helps them find you
,,+441615096301,PDS Kitchen Fitters Stockport,,"no-website,landline,cat-kitchen-fitters,bramhall-sk7",kitchen fitters,,0,landline,Local customers are searching for kitchen fitters in Bramhall — a simple website helps them find you
,,+447861141820,Kimbers Windows,,"no-website,mobile,cat-window-cleaners,bramhall-sk7",window cleaners,,0,mobile,Local customers are searching for window cleaners in Bramhall — a simple website helps them find you
,,+447988170426,JPS Window Cleaning Services,,"no-website,mobile,cat-window-cleaners,bramhall-sk7",window cleaners,,0,mobile,Local customers are searching for window cleaners in Bramhall — a simple website helps them find you
,,+441614398244,A1 Carpet Cleaning,"85 Meadway, Cheshire, Bramhall, Stockport SK7 1NL, United Kingdom","no-website,landline,cat-carpet-cleaners,bramhall-sk7",carpet cleaners,,0,landline,Local customers are searching for carpet cleaners in Bramhall — a simple website helps them find you
